"Phi","Points:0","Points:1","Points:2"
1,344,1313.6,0
1,340.8,1310.4,0
1,337.6,1310.4,0
1,340.8,1312,0
1,340.8,1313.6,0
1,337.6,1313.6,0
1,337.6,1312,0
1,339.2,1313.6,0
1,336,1310.4,0
1,342.4,1313.6,0
1,340.8,1316.8,0
1,340.8,1315.2,0
1,352,1331.2,0
1,337.6,1326.4,0
1,337.6,1329.6,0
1,337.6,1328,0
1,336,1329.6,0
1,337.6,1316.8,0
1,339.2,1316.8,0
1,336,1313.6,0
1,337.6,1315.2,0
1,340.8,1329.6,0
1,348.8,1334.4,0
1,345.6,1334.4,0
1,344,1332.8,0
1,339.2,1329.6,0
1,340.8,1331.2,0
1,337.6,1331.2,0
1,340.8,1332.8,0
1,339.2,1332.8,0
1,342.4,1332.8,0
1,372.8,1310.4,0
1,374.4,1310.4,0
1,376,1310.4,0
1,376,1308.8,0
1,372.8,1313.6,0
1,372.8,1312,0
1,374.4,1313.6,0
1,376,1313.6,0
1,376,1316.8,0
1,376,1315.2,0
1,376,1312,0
1,379.2,1310.4,0
1,377.6,1310.4,0
1,379.2,1313.6,0
1,379.2,1312,0
1,377.6,1313.6,0
1,382.4,1310.4,0
1,380.8,1310.4,0
1,379.2,1316.8,0
1,379.2,1315.2,0
1,380.8,1318.4,0
1,380.8,1321.6,0
1,452.8,1308.8,0
1,452.8,1310.4,0
1,454.4,1310.4,0
1,456,1308.8,0
1,456,1310.4,0
1,452.8,1312,0
1,452.8,1313.6,0
1,456,1313.6,0
1,454.4,1313.6,0
1,456,1312,0
1,459.2,1310.4,0
1,457.6,1310.4,0
1,449.6,1313.6,0
1,451.2,1313.6,0
1,452.8,1315.2,0
1,456,1315.2,0
1,459.2,1313.6,0
1,457.6,1313.6,0
1,486.4,1324.8,0
1,489.6,1321.6,0
1,489.6,1328,0
1,497.6,1310.4,0
1,497.6,1308.8,0
1,496,1318.4,0
1,497.6,1320,0
1,502.4,1324.8,0
1,500.8,1323.2,0
1,492.8,1321.6,0
1,494.4,1323.2,0
1,494.4,1326.4,0
1,494.4,1324.8,0
1,492.8,1328,0
1,497.6,1323.2,0
1,496,1323.2,0
1,497.6,1321.6,0
1,497.6,1326.4,0
1,496,1326.4,0
1,497.6,1324.8,0
1,499.2,1323.2,0
1,532.8,1310.4,0
1,536,1310.4,0
1,534.4,1310.4,0
1,536,1308.8,0
1,536,1313.6,0
1,537.6,1315.2,0
1,536,1312,0
1,537.6,1310.4,0
1,340.8,1334.4,0
1,451.2,1174.4,0
1,451.2,1180.8,0
1,454.4,1180.8,0
1,502.4,1174.4,0
1,505.6,1177.6,0
1,518.4,1171.2,0
1,497.6,1176,0
1,494.4,1176,0
1,496,1176,0
1,499.2,1174.4,0
1,502.4,1180.8,0
1,499.2,1180.8,0
1,497.6,1179.2,0
1,494.4,1177.6,0
1,494.4,1179.2,0
1,492.8,1179.2,0
1,491.2,1179.2,0
1,496,1179.2,0
1,536,1166.4,0
1,532.8,1169.6,0
1,536,1169.6,0
1,534.4,1169.6,0
1,536,1168,0
1,531.2,1168,0
1,528,1168,0
1,532.8,1172.8,0
1,528,1174.4,0
1,531.2,1174.4,0
1,524.8,1171.2,0
1,536,1171.2,0
1,537.6,1169.6,0
1,536,1172.8,0
1,534.4,1172.8,0
1,329.6,1200,0
1,332.8,1200,0
1,326.4,1203.2,0
1,334.4,1201.6,0
1,334.4,1203.2,0
1,329.6,1206.4,0
1,332.8,1206.4,0
1,334.4,1204.8,0
1,352,1203.2,0
1,337.6,1201.6,0
1,336,1201.6,0
1,340.8,1201.6,0
1,348.8,1206.4,0
1,345.6,1206.4,0
1,344,1204.8,0
1,340.8,1203.2,0
1,337.6,1203.2,0
1,340.8,1204.8,0
1,339.2,1204.8,0
1,337.6,1204.8,0
1,342.4,1204.8,0
1,336,1204.8,0
1,380.8,1196.8,0
1,384,1200,0
1,379.2,1198.4,0
1,382.4,1201.6,0
1,379.2,1201.6,0
1,379.2,1200,0
1,380.8,1201.6,0
1,387.2,1200,0
1,390.4,1203.2,0
1,372.8,1201.6,0
1,372.8,1203.2,0
1,372.8,1204.8,0
1,374.4,1201.6,0
1,376,1201.6,0
1,376,1200,0
1,376,1203.2,0
1,374.4,1204.8,0
1,377.6,1201.6,0
1,379.2,1203.2,0
1,376,1204.8,0
1,379.2,1204.8,0
1,377.6,1204.8,0
1,403.2,1190.4,0
1,406.4,1187.2,0
1,409.6,1187.2,0
1,406.4,1193.6,0
1,409.6,1193.6,0
1,411.2,1192,0
1,411.2,1190.4,0
1,411.2,1188.8,0
1,412.8,1196.8,0
1,412.8,1200,0
1,416,1187.2,0
1,441.6,1203.2,0
1,414.4,1195.2,0
1,414.4,1192,0
1,412.8,1192,0
1,414.4,1193.6,0
1,416,1195.2,0
1,417.6,1195.2,0
1,419.2,1196.8,0
1,419.2,1200,0
1,414.4,1190.4,0
1,416,1192,0
1,417.6,1192,0
1,414.4,1188.8,0
1,412.8,1188.8,0
1,417.6,1193.6,0
1,419.2,1206.4,0
1,416,1206.4,0
1,456,1182.4,0
1,451.2,1184,0
1,452.8,1185.6,0
1,456,1185.6,0
1,454.4,1185.6,0
1,456,1184,0
1,452.8,1188.8,0
1,452.8,1187.2,0
1,456,1188.8,0
1,456,1187.2,0
1,459.2,1185.6,0
1,457.6,1185.6,0
1,454.4,1188.8,0
1,451.2,1196.8,0
1,452.8,1198.4,0
1,460.8,1200,0
1,459.2,1201.6,0
1,456,1201.6,0
1,457.6,1201.6,0
1,464,1200,0
1,467.2,1203.2,0
1,459.2,1204.8,0
1,460.8,1206.4,0
1,464,1206.4,0
1,444.8,1200,0
1,448,1200,0
1,449.6,1201.6,0
1,449.6,1204.8,0
1,448,1206.4,0
1,444.8,1206.4,0
1,452.8,1201.6,0
1,452.8,1200,0
1,451.2,1201.6,0
1,454.4,1201.6,0
1,452.8,1203.2,0
1,456,1203.2,0
1,452.8,1204.8,0
1,454.4,1204.8,0
1,456,1204.8,0
1,451.2,1204.8,0
1,457.6,1204.8,0
1,489.6,1187.2,0
1,489.6,1184,0
1,489.6,1196.8,0
1,496,1184,0
1,494.4,1180.8,0
1,494.4,1182.4,0
1,492.8,1182.4,0
1,491.2,1180.8,0
1,491.2,1182.4,0
1,518.4,1196.8,0
1,491.2,1195.2,0
1,491.2,1198.4,0
1,492.8,1195.2,0
1,494.4,1195.2,0
1,494.4,1198.4,0
1,494.4,1196.8,0
1,492.8,1198.4,0
1,491.2,1201.6,0
1,491.2,1200,0
1,494.4,1192,0
1,494.4,1193.6,0
1,497.6,1195.2,0
1,496,1195.2,0
1,497.6,1198.4,0
1,496,1198.4,0
1,494.4,1201.6,0
1,494.4,1200,0
1,524.8,1196.8,0
1,537.6,1193.6,0
1,536,1195.2,0
1,532.8,1198.4,0
1,528,1200,0
1,531.2,1200,0
1,536,1196.8,0
1,536,1198.4,0
1,537.6,1198.4,0
1,534.4,1198.4,0
1,536,1200,0
1,536,1201.6,0
1,537.6,1201.6,0
1,534.4,1203.2,0
1,534.4,1206.4,0
1,537.6,1209.6,0
1,336,1209.6,0
1,334.4,1220.8,0
1,334.4,1222.4,0
1,334.4,1224,0
1,342.4,1209.6,0
1,342.4,1212.8,0
1,342.4,1216,0
1,340.8,1206.4,0
1,340.8,1208,0
1,339.2,1208,0
1,337.6,1206.4,0
1,337.6,1208,0
1,336,1220.8,0
1,337.6,1220.8,0
1,337.6,1222.4,0
1,336,1224,0
1,337.6,1224,0
1,339.2,1220.8,0
1,340.8,1220.8,0
1,340.8,1224,0
1,340.8,1222.4,0
1,339.2,1224,0
1,337.6,1227.2,0
1,337.6,1225.6,0
1,340.8,1217.6,0
1,340.8,1219.2,0
1,344,1220.8,0
1,342.4,1220.8,0
1,344,1224,0
1,342.4,1224,0
1,340.8,1227.2,0
1,340.8,1225.6,0
1,376,1208,0
1,376,1206.4,0
1,379.2,1217.6,0
1,377.6,1217.6,0
1,376,1217.6,0
1,379.2,1219.2,0
1,379.2,1220.8,0
1,382.4,1220.8,0
1,380.8,1220.8,0
1,377.6,1220.8,0
1,376,1219.2,0
1,376,1220.8,0
1,379.2,1222.4,0
1,379.2,1224,0
1,376,1224,0
1,376,1222.4,0
1,377.6,1225.6,0
1,372.8,1220.8,0
1,374.4,1220.8,0
1,411.2,1208,0
1,411.2,1211.2,0
1,411.2,1209.6,0
1,406.4,1225.6,0
1,409.6,1225.6,0
1,412.8,1222.4,0
1,403.2,1228.8,0
1,411.2,1227.2,0
1,411.2,1228.8,0
1,406.4,1232,0
1,409.6,1232,0
1,411.2,1230.4,0
1,419.2,1209.6,0
1,414.4,1208,0
1,417.6,1211.2,0
1,414.4,1211.2,0
1,414.4,1209.6,0
1,416,1211.2,0
1,412.8,1208,0
1,417.6,1214.4,0
1,417.6,1212.8,0
1,425.6,1225.6,0
1,428.8,1228.8,0
1,414.4,1224,0
1,417.6,1224,0
1,419.2,1222.4,0
1,414.4,1227.2,0
1,414.4,1225.6,0
1,412.8,1227.2,0
1,414.4,1214.4,0
1,416,1214.4,0
1,412.8,1211.2,0
1,414.4,1212.8,0
1,420.8,1227.2,0
1,417.6,1227.2,0
1,417.6,1225.6,0
1,419.2,1227.2,0
1,422.4,1225.6,0
1,416,1227.2,0
1,417.6,1228.8,0
1,414.4,1228.8,0
1,417.6,1230.4,0
1,416,1230.4,0
1,414.4,1230.4,0
1,412.8,1230.4,0
1,452.8,1206.4,0
1,452.8,1208,0
1,456,1206.4,0
1,456,1208,0
1,451.2,1209.6,0
1,457.6,1209.6,0
1,456,1217.6,0
1,452.8,1217.6,0
1,456,1219.2,0
1,456,1220.8,0
1,459.2,1220.8,0
1,457.6,1220.8,0
1,454.4,1220.8,0
1,452.8,1219.2,0
1,452.8,1220.8,0
1,456,1222.4,0
1,456,1224,0
1,452.8,1224,0
1,452.8,1222.4,0
1,454.4,1224,0
1,449.6,1220.8,0
1,451.2,1220.8,0
1,459.2,1224,0
1,457.6,1224,0
1,456,1227.2,0
1,456,1225.6,0
1,449.6,1224,0
1,451.2,1224,0
1,452.8,1227.2,0
1,452.8,1225.6,0
1,502.4,1212.8,0
1,499.2,1212.8,0
1,496,1209.6,0
1,497.6,1214.4,0
1,505.6,1216,0
1,502.4,1219.2,0
1,497.6,1217.6,0
1,499.2,1219.2,0
1,494.4,1211.2,0
1,494.4,1214.4,0
1,496,1214.4,0
1,494.4,1212.8,0
1,518.4,1235.2,0
1,494.4,1217.6,0
1,494.4,1216,0
1,491.2,1214.4,0
1,492.8,1214.4,0
1,496,1217.6,0
1,494.4,1230.4,0
1,492.8,1230.4,0
1,491.2,1230.4,0
1,534.4,1212.8,0
1,534.4,1216,0
1,536,1217.6,0
1,537.6,1217.6,0
1,536,1220.8,0
1,536,1219.2,0
1,537.6,1220.8,0
1,537.6,1232,0
1,524.8,1235.2,0
1,326.4,1241.6,0
1,329.6,1238.4,0
1,332.8,1238.4,0
1,329.6,1244.8,0
1,332.8,1244.8,0
1,334.4,1243.2,0
1,334.4,1240,0
1,336,1235.2,0
1,336,1248,0
1,348.8,1238.4,0
1,345.6,1238.4,0
1,342.4,1235.2,0
1,344,1240,0
1,348.8,1244.8,0
1,352,1241.6,0
1,344,1243.2,0
1,345.6,1244.8,0
1,340.8,1236.8,0
1,337.6,1236.8,0
1,340.8,1240,0
1,342.4,1240,0
1,340.8,1238.4,0
1,337.6,1246.4,0
1,337.6,1243.2,0
1,336,1243.2,0
1,337.6,1244.8,0
1,337.6,1241.6,0
1,339.2,1243.2,0
1,340.8,1243.2,0
1,340.8,1241.6,0
1,337.6,1240,0
1,339.2,1240,0
1,336,1240,0
1,342.4,1243.2,0
1,337.6,1238.4,0
1,340.8,1256,0
1,339.2,1256,0
1,337.6,1256,0
1,376,1236.8,0
1,372.8,1240,0
1,376,1240,0
1,376,1238.4,0
1,374.4,1240,0
1,379.2,1236.8,0
1,377.6,1236.8,0
1,379.2,1240,0
1,379.2,1238.4,0
1,380.8,1241.6,0
1,380.8,1244.8,0
1,377.6,1240,0
1,376,1241.6,0
1,377.6,1244.8,0
1,376,1243.2,0
1,377.6,1251.2,0
1,368,1251.2,0
1,371.2,1251.2,0
1,372.8,1252.8,0
1,372.8,1254.4,0
1,372.8,1256,0
1,376,1252.8,0
1,376,1254.4,0
1,376,1256,0
1,377.6,1256,0
1,374.4,1256,0
1,412.8,1235.2,0
1,411.2,1246.4,0
1,411.2,1248,0
1,411.2,1249.6,0
1,419.2,1235.2,0
1,417.6,1232,0
1,417.6,1233.6,0
1,414.4,1232,0
1,414.4,1233.6,0
1,412.8,1246.4,0
1,414.4,1246.4,0
1,414.4,1243.2,0
1,414.4,1244.8,0
1,414.4,1248,0
1,412.8,1249.6,0
1,414.4,1249.6,0
1,416,1246.4,0
1,417.6,1246.4,0
1,417.6,1249.6,0
1,417.6,1248,0
1,416,1249.6,0
1,414.4,1251.2,0
1,417.6,1243.2,0
1,417.6,1244.8,0
1,420.8,1249.6,0
1,419.2,1249.6,0
1,451.2,1235.2,0
1,452.8,1236.8,0
1,456,1236.8,0
1,454.4,1236.8,0
1,457.6,1235.2,0
1,452.8,1240,0
1,452.8,1238.4,0
1,451.2,1240,0
1,456,1240,0
1,456,1238.4,0
1,457.6,1240,0
1,459.2,1240,0
1,454.4,1240,0
1,456,1241.6,0
1,452.8,1241.6,0
1,456,1243.2,0
1,460.8,1238.4,0
1,467.2,1241.6,0
1,464,1238.4,0
1,489.6,1238.4,0
1,489.6,1244.8,0
1,489.6,1235.2,0
1,489.6,1248,0
1,497.6,1233.6,0
1,497.6,1235.2,0
1,497.6,1236.8,0
1,502.4,1244.8,0
1,494.4,1232,0
1,494.4,1233.6,0
1,496,1233.6,0
1,492.8,1233.6,0
1,491.2,1233.6,0
1,494.4,1235.2,0
1,494.4,1236.8,0
1,492.8,1238.4,0
1,496,1236.8,0
1,502.4,1248,0
1,491.2,1249.6,0
1,492.8,1244.8,0
1,494.4,1246.4,0
1,494.4,1249.6,0
1,494.4,1248,0
1,492.8,1249.6,0
1,491.2,1252.8,0
1,497.6,1249.6,0
1,496,1249.6,0
1,497.6,1251.2,0
1,497.6,1252.8,0
1,494.4,1252.8,0
1,494.4,1251.2,0
1,496,1252.8,0
1,499.2,1249.6,0
1,500.8,1249.6,0
1,492.8,1252.8,0
1,494.4,1254.4,0
1,494.4,1256,0
1,528,1238.4,0
1,532.8,1236.8,0
1,531.2,1238.4,0
1,536,1233.6,0
1,536,1240,0
1,536,1236.8,0
1,534.4,1236.8,0
1,536,1238.4,0
1,534.4,1241.6,0
1,537.6,1240,0
1,534.4,1244.8,0
1,537.6,1248,0
1,536,1235.2,0
1,537.6,1236.8,0
1,534.4,1251.2,0
1,534.4,1254.4,0
1,536,1256,0
1,537.6,1256,0
1,313.6,1267.2,0
1,336,1267.2,0
1,334.4,1259.2,0
1,344,1259.2,0
1,340.8,1257.6,0
1,340.8,1259.2,0
1,342.4,1259.2,0
1,339.2,1259.2,0
1,337.6,1257.6,0
1,337.6,1259.2,0
1,340.8,1260.8,0
1,340.8,1262.4,0
1,337.6,1262.4,0
1,337.6,1260.8,0
1,339.2,1262.4,0
1,336,1259.2,0
1,337.6,1265.6,0
1,337.6,1264,0
1,376,1257.6,0
1,536,1259.2,0
1,536,1257.6,0
1,537.6,1259.2,0
1,299.2,1358.4,0
1,299.2,1360,0
1,299.2,1361.6,0
1,300.8,1358.4,0
1,302.4,1358.4,0
1,300.8,1361.6,0
1,302.4,1360,0
1,302.4,1361.6,0
1,297.6,1363.2,0
1,297.6,1366.4,0
1,297.6,1296,0
1,297.6,1292.8,0
1,291.2,1302.4,0
1,288,1305.6,0
1,294.4,1302.4,0
1,296,1304,0
1,296,1307.2,0
1,294.4,1308.8,0
1,291.2,1308.8,0
1,297.6,1299.2,0
1,299.2,1300.8,0
1,299.2,1304,0
1,299.2,1302.4,0
1,297.6,1304,0
1,302.4,1300.8,0
1,304,1299.2,0
1,300.8,1304,0
1,299.2,1305.6,0
1,302.4,1304,0
1,302.4,1305.6,0
1,299.2,1307.2,0
1,300.8,1307.2,0
1,302.4,1307.2,0
1,302.4,1302.4,0
1,297.6,1307.2,0
1,304,1304,0
1,304,1307.2,0
1,299.2,1308.8,0
1,299.2,1310.4,0
1,297.6,1312,0
1,304,1315.2,0
1,304,1318.4,0
1,302.4,1320,0
1,300.8,1320,0
1,299.2,1320,0
1,305.6,1323.2,0
1,304,1323.2,0
1,302.4,1323.2,0
1,302.4,1324.8,0
1,302.4,1326.4,0
1,300.8,1323.2,0
1,299.2,1323.2,0
1,299.2,1326.4,0
1,299.2,1324.8,0
1,300.8,1326.4,0
1,304,1334.4,0
1,299.2,1321.6,0
1,296,1323.2,0
1,297.6,1323.2,0
1,296,1326.4,0
1,297.6,1326.4,0
1,299.2,1329.6,0
1,299.2,1328,0
1,297.6,1337.6,0
1,299.2,1339.2,0
1,302.4,1339.2,0
1,304,1337.6,0
1,300.8,1339.2,0
1,294.4,1340.8,0
1,296,1342.4,0
1,299.2,1342.4,0
1,299.2,1340.8,0
1,297.6,1342.4,0
1,291.2,1340.8,0
1,288,1344,0
1,305.6,1342.4,0
1,302.4,1342.4,0
1,302.4,1340.8,0
1,304,1342.4,0
1,307.2,1340.8,0
1,310.4,1340.8,0
1,300.8,1342.4,0
1,302.4,1344,0
1,299.2,1344,0
1,300.8,1347.2,0
1,302.4,1345.6,0
1,299.2,1345.6,0
1,302.4,1272,0
1,305.6,1268.8,0
1,304,1273.6,0
1,307.2,1270.4,0
1,304,1276.8,0
1,297.6,1273.6,0
1,310.4,1264,0
1,310.4,1270.4,0
1,299.2,1281.6,0
1,299.2,1283.2,0
1,299.2,1284.8,0
1,296,1284.8,0
1,297.6,1284.8,0
1,300.8,1284.8,0
1,302.4,1284.8,0
1,299.2,1286.4,0
1,299.2,1288,0
1,302.4,1288,0
1,302.4,1286.4,0
1,300.8,1288,0
1,305.6,1284.8,0
1,304,1284.8,0
1,299.2,1291.2,0
1,299.2,1289.6,0
1,305.6,1288,0
1,304,1288,0
1,302.4,1291.2,0
1,302.4,1289.6,0
1,452.8,1496,0
1,456,1496,0
1,457.6,1504,0
1,451.2,1504,0
1,460.8,1507.2,0
1,489.6,1500.8,0
1,489.6,1504,0
1,464,1507.2,0
1,467.2,1510.4,0
1,518.4,1504,0
1,491.2,1505.6,0
1,492.8,1500.8,0
1,494.4,1502.4,0
1,494.4,1505.6,0
1,494.4,1504,0
1,492.8,1505.6,0
1,497.6,1502.4,0
1,496,1502.4,0
1,497.6,1505.6,0
1,496,1505.6,0
1,494.4,1508.8,0
1,494.4,1507.2,0
1,497.6,1504,0
1,524.8,1504,0
1,528,1500.8,0
1,528,1507.2,0
1,534.4,1510.4,0
1,531.2,1507.2,0
1,536,1508.8,0
1,532.8,1521.6,0
1,534.4,1521.6,0
1,536,1521.6,0
1,536,1518.4,0
1,536,1520,0
1,536,1523.2,0
1,537.6,1521.6,0
1,536,1524.8,0
1,537.6,1526.4,0
1,537.6,1518.4,0
1,329.6,1462.4,0
1,332.8,1462.4,0
1,336,1465.6,0
1,334.4,1460.8,0
1,329.6,1456,0
1,326.4,1459.2,0
1,332.8,1456,0
1,334.4,1457.6,0
1,334.4,1476.8,0
1,336,1476.8,0
1,337.6,1476.8,0
1,337.6,1473.6,0
1,337.6,1475.2,0
1,337.6,1478.4,0
1,337.6,1480,0
1,339.2,1476.8,0
1,340.8,1476.8,0
1,340.8,1480,0
1,340.8,1478.4,0
1,339.2,1481.6,0
1,339.2,1473.6,0
1,340.8,1473.6,0
1,340.8,1475.2,0
1,344,1476.8,0
1,342.4,1476.8,0
1,337.6,1464,0
1,337.6,1460.8,0
1,336,1460.8,0
1,337.6,1462.4,0
1,364.8,1484.8,0
1,336,1348.8,0
1,337.6,1348.8,0
1,334.4,1352,0
1,337.6,1350.4,0
1,336,1352,0
1,337.6,1352,0
1,339.2,1348.8,0
1,340.8,1348.8,0
1,340.8,1352,0
1,340.8,1350.4,0
1,339.2,1352,0
1,337.6,1355.2,0
1,337.6,1353.6,0
1,344,1352,0
1,342.4,1352,0
1,342.4,1360,0
1,364.8,1356.8,0
1,348.8,1366.4,0
1,345.6,1366.4,0
1,342.4,1363.2,0
1,344,1368,0
1,352,1369.6,0
1,340.8,1364.8,0
1,336,1363.2,0
1,337.6,1364.8,0
1,339.2,1364.8,0
1,340.8,1368,0
1,342.4,1368,0
1,340.8,1366.4,0
1,372.8,1361.6,0
1,374.4,1361.6,0
1,376,1361.6,0
1,371.2,1360,0
1,368,1360,0
1,374.4,1353.6,0
1,372.8,1364.8,0
1,372.8,1363.2,0
1,374.4,1364.8,0
1,376,1364.8,0
1,376,1368,0
1,376,1366.4,0
1,376,1363.2,0
1,379.2,1361.6,0
1,379.2,1364.8,0
1,379.2,1363.2,0
1,377.6,1364.8,0
1,380.8,1353.6,0
1,382.4,1364.8,0
1,379.2,1368,0
1,380.8,1364.8,0
1,379.2,1366.4,0
1,384,1366.4,0
1,380.8,1369.6,0
1,380.8,1372.8,0
1,390.4,1369.6,0
1,387.2,1366.4,0
1,377.6,1368,0
1,377.6,1379.2,0
1,372.8,1384,0
1,376,1380.8,0
1,376,1382.4,0
1,376,1384,0
1,379.2,1384,0
1,377.6,1384,0
1,374.4,1384,0
1,412.8,1385.6,0
1,342.4,1398.4,0
1,364.8,1408,0
1,376,1387.2,0
1,376,1385.6,0
1,379.2,1387.2,0
1,380.8,1392,0
1,380.8,1388.8,0
1,379.2,1385.6,0
1,376,1396.8,0
1,379.2,1400,0
1,380.8,1401.6,0
1,379.2,1403.2,0
1,379.2,1406.4,0
1,379.2,1404.8,0
1,376,1400,0
1,377.6,1400,0
1,376,1403.2,0
1,377.6,1403.2,0
1,376,1401.6,0
1,376,1398.4,0
1,372.8,1400,0
1,374.4,1400,0
1,368,1404.8,0
1,371.2,1404.8,0
1,374.4,1408,0
1,374.4,1411.2,0
1,372.8,1403.2,0
1,376,1406.4,0
1,376,1404.8,0
1,374.4,1403.2,0
1,403.2,1395.2,0
1,406.4,1392,0
1,409.6,1392,0
1,411.2,1393.6,0
1,412.8,1388.8,0
1,425.6,1392,0
1,419.2,1385.6,0
1,441.6,1382.4,0
1,422.4,1392,0
1,419.2,1388.8,0
1,420.8,1393.6,0
1,428.8,1395.2,0
1,417.6,1390.4,0
1,414.4,1390.4,0
1,416,1390.4,0
1,416,1379.2,0
1,417.6,1393.6,0
1,419.2,1393.6,0
1,417.6,1392,0
1,441.6,1408,0
1,416,1398.4,0
1,414.4,1396.8,0
1,414.4,1395.2,0
1,417.6,1396.8,0
1,417.6,1395.2,0
1,414.4,1393.6,0
1,416,1393.6,0
1,412.8,1393.6,0
1,414.4,1392,0
1,417.6,1409.6,0
1,416,1409.6,0
1,414.4,1409.6,0
1,452.8,1384,0
1,452.8,1385.6,0
1,452.8,1387.2,0
1,451.2,1384,0
1,449.6,1384,0
1,454.4,1384,0
1,452.8,1382.4,0
1,456,1384,0
1,456,1382.4,0
1,456,1380.8,0
1,452.8,1380.8,0
1,456,1385.6,0
1,456,1387.2,0
1,451.2,1388.8,0
1,457.6,1388.8,0
1,448,1385.6,0
1,444.8,1385.6,0
1,457.6,1384,0
1,459.2,1384,0
1,460.8,1385.6,0
1,467.2,1382.4,0
1,464,1385.6,0
1,456,1396.8,0
1,452.8,1396.8,0
1,456,1398.4,0
1,456,1400,0
1,459.2,1400,0
1,457.6,1400,0
1,454.4,1400,0
1,452.8,1398.4,0
1,452.8,1400,0
1,456,1401.6,0
1,456,1403.2,0
1,452.8,1403.2,0
1,452.8,1401.6,0
1,454.4,1403.2,0
1,459.2,1403.2,0
1,457.6,1403.2,0
1,457.6,1411.2,0
1,444.8,1404.8,0
1,448,1404.8,0
1,449.6,1403.2,0
1,451.2,1403.2,0
1,452.8,1406.4,0
1,452.8,1404.8,0
1,489.6,1382.4,0
1,489.6,1385.6,0
1,489.6,1395.2,0
1,480,1414.4,0
1,486.4,1414.4,0
1,489.6,1411.2,0
1,502.4,1385.6,0
1,502.4,1392,0
1,502.4,1382.4,0
1,497.6,1380.8,0
1,499.2,1380.8,0
1,500.8,1380.8,0
1,499.2,1392,0
1,497.6,1393.6,0
1,502.4,1395.2,0
1,500.8,1396.8,0
1,497.6,1396.8,0
1,497.6,1395.2,0
1,499.2,1396.8,0
1,494.4,1384,0
1,492.8,1385.6,0
1,494.4,1382.4,0
1,491.2,1380.8,0
1,494.4,1380.8,0
1,492.8,1380.8,0
1,496,1380.8,0
1,494.4,1393.6,0
1,496,1393.6,0
1,518.4,1401.6,0
1,491.2,1396.8,0
1,494.4,1400,0
1,492.8,1396.8,0
1,494.4,1396.8,0
1,494.4,1395.2,0
1,494.4,1398.4,0
1,496,1396.8,0
1,497.6,1400,0
1,497.6,1398.4,0
1,492.8,1411.2,0
1,532.8,1384,0
1,534.4,1384,0
1,536,1384,0
1,536,1387.2,0
1,536,1385.6,0
1,536,1382.4,0
1,537.6,1384,0
1,537.6,1379.2,0
1,536,1380.8,0
1,528,1398.4,0
1,524.8,1401.6,0
1,534.4,1395.2,0
1,531.2,1398.4,0
1,536,1396.8,0
1,532.8,1400,0
1,536,1400,0
1,534.4,1400,0
1,536,1398.4,0
1,532.8,1403.2,0
1,528,1404.8,0
1,531.2,1404.8,0
1,536,1401.6,0
1,537.6,1400,0
1,536,1403.2,0
1,537.6,1403.2,0
1,534.4,1403.2,0
1,536,1404.8,0
1,536,1406.4,0
1,534.4,1408,0
1,374.4,1414.4,0
1,376,1416,0
1,379.2,1416,0
1,380.8,1414.4,0
1,371.2,1417.6,0
1,372.8,1419.2,0
1,376,1419.2,0
1,376,1417.6,0
1,374.4,1419.2,0
1,368,1417.6,0
1,364.8,1420.8,0
1,379.2,1419.2,0
1,379.2,1417.6,0
1,380.8,1419.2,0
1,382.4,1419.2,0
1,377.6,1419.2,0
1,379.2,1420.8,0
1,376,1420.8,0
1,379.2,1422.4,0
1,376,1422.4,0
1,377.6,1422.4,0
1,384,1417.6,0
1,390.4,1420.8,0
1,387.2,1417.6,0
1,376,1425.6,0
1,374.4,1430.4,0
1,374.4,1427.2,0
1,376,1424,0
1,352,1420.8,0
1,364.8,1433.6,0
1,374.4,1433.6,0
1,371.2,1436.8,0
1,368,1436.8,0
1,376,1435.2,0
1,379.2,1435.2,0
1,377.6,1435.2,0
1,412.8,1417.6,0
1,412.8,1414.4,0
1,411.2,1428.8,0
1,419.2,1414.4,0
1,419.2,1417.6,0
1,417.6,1411.2,0
1,417.6,1412.8,0
1,416,1412.8,0
1,414.4,1411.2,0
1,414.4,1412.8,0
1,414.4,1425.6,0
1,414.4,1427.2,0
1,412.8,1428.8,0
1,414.4,1428.8,0
1,416,1424,0
1,417.6,1428.8,0
1,416,1428.8,0
1,414.4,1432,0
1,414.4,1430.4,0
1,417.6,1432,0
1,417.6,1430.4,0
1,416,1432,0
1,451.2,1414.4,0
1,452.8,1416,0
1,456,1416,0
1,454.4,1416,0
1,457.6,1414.4,0
1,452.8,1419.2,0
1,452.8,1417.6,0
1,456,1419.2,0
1,456,1417.6,0
1,457.6,1419.2,0
1,459.2,1419.2,0
1,454.4,1419.2,0
1,456,1420.8,0
1,456,1422.4,0
1,457.6,1422.4,0
1,460.8,1417.6,0
1,459.2,1422.4,0
1,460.8,1424,0
1,467.2,1420.8,0
1,464,1417.6,0
1,464,1424,0
1,452.8,1435.2,0
1,454.4,1435.2,0
1,456,1435.2,0
1,489.6,1417.6,0
1,489.6,1424,0
1,489.6,1427.2,0
1,489.6,1433.6,0
1,480,1440,0
1,486.4,1440,0
1,489.6,1436.8,0
1,497.6,1412.8,0
1,497.6,1414.4,0
1,497.6,1416,0
1,502.4,1424,0
1,494.4,1412.8,0
1,496,1412.8,0
